ProductCategory,CustomerCountry,CustomerContinent,Profit
Computers,Sudan,Africa,1523.88
Books,Norway,Europe,127.16
Tools,Guinea-Bissau,Africa,1786.53
Baby,Rwanda,Africa,3099.34
Clothing,Marshall Islands,Oceania,5465.95
Books,Jordan,Asia,7838.38
Games,Cyprus,Europe,1282.56
Electronics,Saint Martin,North America,85.68
Tools,Aland Islands,Europe,1989
Games,Bermuda,North America,484.2
Sports,Italy,Europe,4214.98
Health,Belize,North America,1012.32
Jewelery,Morocco,Africa,148.83
Games,Lebanon,Asia,6509.69
Music,Solomon Islands,Oceania,1413.7
Clothing,Netherlands,Europe,72.08
Movies,Dominica,North America,1901.8
Shoes,Austria,Europe,1192.95
Kids,Bermuda,North America,376.75
Health,Laos,Asia,2042.88
Clothing,Benin,Africa,2091.48
Beauty,Jamaica,North America,994.28
Kids,Aland Islands,Europe,619.83
Tools,Spain,Europe,1652.42
Garden,Niger,Africa,1928.2
Kids,Kuwait,Asia,3908.94
Sports,India,Asia,2970.36
Garden,Syria,Asia,307.02
Garden,Angola,Africa,1740.48
Music,Austria,Europe,2072.4
Garden,South Sudan,Africa,540.2
Shoes,Barbados,North America,221
Grocery,Gambia,Africa,2031.58
Automotive,American Samoa,Oceania,4817.19
Sports,Tajikistan,Asia,6031.74
Books,Afghanistan,Asia,2610.52
Industrial,Sao Tome and Principe,Africa,4506
Jewelery,Martinique,North America,0.48
Sports,Poland,Europe,1507.92
Industrial,Cambodia,Asia,3449.32
Baby,Haiti,North America,1541.43
Baby,Jersey,Europe,4196.84
Industrial,Antarctica,Antarctica,399.64
Sports,Nicaragua,North America,969.86
Electronics,Western Sahara,Africa,3926.41
Shoes,Western Sahara,Africa,514.04
Tools,Western Sahara,Africa,2912.5
Grocery,U.S. Virgin Islands,North America,1767.1
Books,Mayotte,Africa,565.44
Movies,Falkland Islands,South America,82.01
Kids,Benin,Africa,431.72
Garden,Indonesia,Asia,750.72
Home,Bangladesh,Asia,187
Beauty,Republic of the Congo,Africa,2717.54
Beauty,British Virgin Islands,North America,3682.12
Computers,Canada,North America,4758.3
Industrial,United Arab Emirates,Asia,1577.8
Automotive,Zambia,Africa,3155.87
Health,Solomon Islands,Oceania,2804.23
Outdoors,Tokelau,Oceania,4959.66
Toys,San Marino,Europe,1795.2
Outdoors,Moldova,Europe,246.24
Music,Turkmenistan,Asia,1771.74
Outdoors,Guyana,South America,2083.9
Electronics,Equatorial Guinea,Africa,3197.7
Baby,China,Asia,709.24
Industrial,Uruguay,South America,237.54
Tools,French Polynesia,Oceania,1777.08
Outdoors,Curacao,North America,1923.18
Clothing,Svalbard and Jan Mayen,Europe,6340.32
Industrial,Liechtenstein,Europe,2669.55
Beauty,Fiji,Oceania,117.99
Tools,Guyana,South America,77
Automotive,Pakistan,Asia,4632.16
Beauty,Ecuador,South America,2455.04
Shoes,El Salvador,North America,2565.75
Baby,Sri Lanka,Asia,5132.16
Music,Mongolia,Asia,2290.24
Industrial,Madagascar,Africa,2391.58
Tools,Lithuania,Europe,883.26
Music,Saint Helena,Africa,3556.3
Beauty,Wallis and Futuna,Oceania,1060.36
Shoes,Guyana,South America,2465.28
Beauty,Chile,South America,1465.09
Kids,South Sudan,Africa,3559.95
Automotive,Jamaica,North America,610.37
Toys,Isle of Man,Europe,1549.72
Computers,Democratic Republic of the Congo,Africa,626.2
Toys,Austria,Europe,5847.31
Baby,Turks and Caicos Islands,North America,132.3
Jewelery,Tajikistan,Asia,114.48
Shoes,Egypt,Africa,1963.22
Electronics,Somalia,Africa,2537.42
Industrial,Rwanda,Africa,1181.04
Clothing,Belize,North America,919.02
Kids,Martinique,North America,1375.27
Toys,Saint Kitts and Nevis,North America,3234.2
Jewelery,French Guiana,South America,771.12
Jewelery,Niue,Oceania,923.29
Sports,San Marino,Europe,1077.3
Electronics,Saint Helena,Africa,5224.3
Home,Australia,Oceania,533.37
Music,Bouvet Island,Antarctica,5451.38
Tools,Guyana,South America,308.25
Kids,Martinique,North America,3485.34
Automotive,Albania,Europe,3910.5
Computers,Heard Island and McDonald Islands,Antarctica,1973.4
Garden,Norfolk Island,Oceania,64.86
Automotive,Japan,Asia,1781.55
Baby,Namibia,Africa,2036.88
Music,Paraguay,South America,6133.66
Music,Kazakhstan,Asia,622.79
Home,Djibouti,Africa,5384.34
Garden,Sweden,Europe,904.4
Toys,Turkey,Asia,2920.96
Kids,Belize,North America,5252.64
Kids,Western Sahara,Africa,1931.4
Sports,United States,North America,1497.92
Outdoors,Uruguay,South America,1093.68
Health,Anguilla,North America,1215.98
Music,Sierra Leone,Africa,4428.85
Toys,Albania,Europe,580.98
Books,Hungary,Europe,330.46
Games,United States Minor Outlying Islands,Oceania,1887.18
Music,Aruba,North America,1815.45
Beauty,South Africa,Africa,2560.03
Computers,South Georgia and the South Sandwich Islands,Antarctica,2160.98
Home,Christmas Island,Asia,2116.8
Outdoors,Saint Pierre and Miquelon,North America,1431
Kids,Romania,Europe,1323.42
Health,Uganda,Africa,378.42
Tools,Laos,Asia,2000.05
Jewelery,Vanuatu,Oceania,5206.08
Beauty,Brunei,Asia,4884.8
Computers,Taiwan,Asia,139.2
Toys,Christmas Island,Asia,131.68
Automotive,Bermuda,North America,3066.63
Beauty,Mayotte,Africa,2194.4
Health,Moldova,Europe,853.84
Jewelery,Cambodia,Asia,174.34
Games,Somalia,Africa,1966.06
Industrial,Canada,North America,5710.41
Music,Martinique,North America,7051.76
Computers,Norway,Europe,1499.1
Garden,Nauru,Oceania,393.68
Industrial,Malawi,Africa,2083.2
Home,Equatorial Guinea,Africa,1360.3
Shoes,Central African Republic,Africa,922.32
Outdoors,Oman,Asia,472.5
Beauty,Aland Islands,Europe,3813.12
Books,Kiribati,Oceania,875
Computers,Palestinian Territory,Asia,1642.74
Jewelery,El Salvador,North America,187.98
Outdoors,United Arab Emirates,Asia,2513.56
Music,Germany,Europe,4595.16
Baby,Sint Maarten,North America,1563.3
Sports,Colombia,South America,5013.36
Garden,Iraq,Asia,9
Shoes,Western Sahara,Africa,5361.16
Toys,Jordan,Asia,2885.3
Automotive,India,Asia,1497.21
Grocery,Saint Lucia,North America,3173.89
Clothing,Paraguay,South America,3574.6
Clothing,Bulgaria,Europe,2758
Kids,Guatemala,North America,3763.66
Jewelery,Pitcairn,Oceania,4102.68
Books,Dominica,North America,181.92
Clothing,Saudi Arabia,Asia,1085.28
Toys,Guam,Oceania,156.75
Industrial,Israel,Asia,5086.2
Garden,Niue,Oceania,6446.7
Music,Liechtenstein,Europe,779.52
Computers,New Zealand,Oceania,5973.12
Outdoors,Guam,Oceania,554.04
Outdoors,San Marino,Europe,146.64
Baby,Somalia,Africa,5177.04
Industrial,Denmark,Europe,1397.76
Movies,Uzbekistan,Asia,2780.8
Jewelery,Chile,South America,191.94
Outdoors,Sierra Leone,Africa,1298.22
Movies,Benin,Africa,312.84
Electronics,Libya,Africa,2126.02
Automotive,Swaziland,Africa,5422.71
Garden,Uganda,Africa,5935.66
Home,Nicaragua,North America,4813.44
Automotive,Cape Verde,Africa,1577.8
Jewelery,Bolivia,South America,3241.78
Health,Cook Islands,Oceania,256.52
Beauty,Barbados,North America,191.4
Electronics,Saint Martin,North America,6018.03
Movies,Guernsey,Europe,5845.41
Beauty,Turkey,Asia,7763.34
Home,Macedonia,Europe,3379.32
Garden,Gambia,Africa,1773.66
Grocery,Greenland,North America,2382.39
Electronics,Ivory Coast,Africa,4435.92
Home,South Sudan,Africa,505.53
Computers,Saint Helena,Africa,6328.32
Games,Macedonia,Europe,1203.76
Tools,Vietnam,Asia,831.97
Industrial,Japan,Asia,696
Clothing,Kenya,Africa,1503.6
Beauty,Ghana,Africa,3114.6
Shoes,Guam,Oceania,930.8
Baby,Swaziland,Africa,2433.56
Tools,East Timor,Oceania,2843.09
Computers,Kenya,Africa,1049.4
Health,Gabon,Africa,4158.29
Toys,Barbados,North America,2737.92
Computers,Nigeria,Africa,4703.76
Garden,Libya,Africa,1616.76
Shoes,United Arab Emirates,Asia,458.43
Jewelery,Heard Island and McDonald Islands,Antarctica,1268.8
Clothing,Equatorial Guinea,Africa,1326.18
Computers,Ecuador,South America,1294.02
Electronics,Serbia,Europe,3670.05
Industrial,Guyana,South America,81.4
Automotive,Cameroon,Africa,5253.65
Shoes,Barbados,North America,1671.32
Music,Haiti,North America,1620.81
Games,Mozambique,Africa,60.24
Kids,Norway,Europe,5030.7
Kids,Laos,Asia,206.55
Sports,Faroe Islands,Europe,4311.15
Games,Croatia,Europe,5244
Books,Brunei,Asia,278.76
Books,Svalbard and Jan Mayen,Europe,3257.4
Toys,Curacao,North America,3215.59
Jewelery,Puerto Rico,North America,4102.41
Shoes,Ghana,Africa,3829.5
Clothing,Vietnam,Asia,3107.88
Industrial,Madagascar,Africa,6641.75
Jewelery,Albania,Europe,1830.24
Beauty,Dominican Republic,North America,978.12
Beauty,Thailand,Asia,19.7
Toys,Ukraine,Europe,7127.08
Health,Peru,South America,360.96
Sports,Finland,Europe,1850.81
Computers,South Africa,Africa,1132.63
Beauty,Gambia,Africa,1081.06
Sports,Montserrat,North America,4561.08
Clothing,Sri Lanka,Asia,1603.2
Toys,Italy,Europe,1847.56
Garden,Sint Maarten,North America,295.4
Toys,Lesotho,Africa,3275.22
Electronics,Antarctica,Antarctica,581.44
Games,Marshall Islands,Oceania,1669.69
Movies,Republic of the Congo,Africa,6818.86
Books,Heard Island and McDonald Islands,Antarctica,1558.05
Automotive,Falkland Islands,South America,214.89
Beauty,Sierra Leone,Africa,3199.5
Games,Mauritius,Africa,4375.35
Computers,Jamaica,North America,2100.4
Garden,Thailand,Asia,5016.45
Electronics,United Arab Emirates,Asia,1948.79
Music,Ireland,Europe,306
Health,Mozambique,Africa,2513.43
Toys,Democratic Republic of the Congo,Africa,231.3
Movies,Pakistan,Asia,92.22
Tools,Pakistan,Asia,2153.5
Industrial,Tajikistan,Asia,355.35
Computers,Brunei,Asia,4287.92
Tools,Western Sahara,Africa,3758.32
Baby,Portugal,Europe,709.2
Toys,Tuvalu,Oceania,711.17
Games,United States,North America,3581.5
Sports,Brazil,South America,2350.56
Jewelery,Ivory Coast,Africa,1554.84
Tools,Angola,Africa,2495.6
Games,Latvia,Europe,3727.42
Home,Georgia,Asia,1075.32
Health,Dominica,North America,7033.12
Home,Mali,Africa,160.3
Games,Bahrain,Asia,1321.32
Shoes,Saudi Arabia,Asia,104.65
Grocery,Spain,Europe,35.2
Electronics,Fiji,Oceania,3628.84
Kids,Tanzania,Africa,1512.9
Books,Spain,Europe,1294.56
Garden,Bahrain,Asia,1092.5
Industrial,Tanzania,Africa,263.62
Outdoors,Suriname,South America,1462.24
Clothing,Democratic Republic of the Congo,Africa,7361.76
Automotive,Falkland Islands,South America,2438.82
Books,El Salvador,North America,5096.2
Sports,Ethiopia,Africa,1808.1
Home,New Zealand,Oceania,1282.16
Automotive,Indonesia,Asia,2447.9
Automotive,Burkina Faso,Africa,3485.44
Tools,Jersey,Europe,453.53
Automotive,Gabon,Africa,5695.68
Home,Estonia,Europe,2356.2
Clothing,Botswana,Africa,351.74
Movies,Norway,Europe,1034.18
Shoes,Guinea-Bissau,Africa,7795.89
Grocery,Namibia,Africa,4760.19
Industrial,Isle of Man,Europe,2632
Outdoors,Falkland Islands,South America,4940.3
Automotive,Suriname,South America,4231.92
Automotive,Djibouti,Africa,3416.1
Health,Zambia,Africa,3299.12
Tools,Guinea,Africa,4639.52
Outdoors,Uganda,Africa,363
Books,Greenland,North America,424.84
Music,United States,North America,4713.9
Baby,"Bonaire, Saint Eustatius and Saba ",North America,250.7
Sports,Nigeria,Africa,273.76
Computers,Benin,Africa,2569.93
Computers,Algeria,Africa,758.52
Movies,Algeria,Africa,3727.15
Sports,Monaco,Europe,5785.1
Home,Nauru,Oceania,8.36
Music,Aruba,North America,741.25
Sports,Costa Rica,North America,45.65
Jewelery,Bolivia,South America,4255.02
Jewelery,Bahrain,Asia,2264.8
Books,Kiribati,Oceania,3916.12
Computers,Azerbaijan,Asia,7792.47
Industrial,Comoros,Africa,82.11
Shoes,Somalia,Africa,2652.16
Shoes,Bahamas,North America,2062.2
Computers,Guyana,South America,1589.28
Books,Faroe Islands,Europe,2852.56
Jewelery,Sierra Leone,Africa,2152.87
Movies,Jamaica,North America,1130.07
Baby,British Virgin Islands,North America,310.59
Toys,Portugal,Europe,1708.18
Beauty,Spain,Europe,1072.62
Books,Tajikistan,Asia,146.72
Industrial,Ivory Coast,Africa,25.92
Music,Niger,Africa,1540
Industrial,Dominica,North America,7000.15
Beauty,Antigua and Barbuda,North America,1448.44
Shoes,Serbia,Europe,2701.92
Shoes,American Samoa,Oceania,2950.68
Movies,Cape Verde,Africa,1652.72
Industrial,Tokelau,Oceania,673.92
Toys,Tuvalu,Oceania,819.84
Beauty,Gibraltar,Europe,3143.97
Computers,Central African Republic,Africa,5701.52
Computers,Gibraltar,Europe,1374.84
Books,Palau,Oceania,4274.24
Computers,Moldova,Europe,4850.5
Outdoors,Iran,Asia,906.66
Books,Comoros,Africa,1171.2
Movies,Malaysia,Asia,2669.38
Clothing,Ukraine,Europe,424.8
Kids,Botswana,Africa,1917.74
Clothing,Sao Tome and Principe,Africa,3052.3
Computers,Pitcairn,Oceania,367.36
Health,Niue,Oceania,706.92
Shoes,Algeria,Africa,1340.7
Games,Saint Kitts and Nevis,North America,4008.16
Health,Bhutan,Asia,5348.96
Outdoors,Montenegro,Europe,913.5
Computers,Russia,Europe,3184.41
Baby,Palestinian Territory,Asia,931.01
Baby,Syria,Asia,330.8
Movies,Guyana,South America,2971.55
Kids,Aruba,North America,2266.95
Movies,Micronesia,Oceania,4071.89
Toys,Saint Helena,Africa,1954.52
Baby,Guam,Oceania,518.1
Toys,Sao Tome and Principe,Africa,801.37
Kids,Tajikistan,Asia,3.18
Grocery,French Southern Territories,Antarctica,1886
Garden,Ghana,Africa,64.35
Outdoors,Iran,Asia,405.42
Clothing,Gabon,Africa,3629.64
Clothing,South Korea,Asia,979.16
Baby,Saint Barthelemy,North America,5077.92
Jewelery,Zimbabwe,Africa,3627.24
Movies,East Timor,Oceania,43.36
Computers,Hungary,Europe,2979
Home,Suriname,South America,1051.2
Music,Sri Lanka,Asia,408.69
Movies,Tuvalu,Oceania,637.2
Kids,Mali,Africa,8155.46
Baby,Bolivia,South America,3421.16
Sports,China,Asia,683.77
Jewelery,Tuvalu,Oceania,1998.08
Sports,Belarus,Europe,1113.92
Books,Vietnam,Asia,417.3
Kids,Vanuatu,Oceania,5777.71
Baby,Georgia,Asia,499.5
Toys,Bermuda,North America,402.47
Grocery,Pakistan,Asia,1287.6
Automotive,Palau,Oceania,1139.4
Automotive,Japan,Asia,996.75
Books,"Bonaire, Saint Eustatius and Saba ",North America,6255
Games,Benin,Africa,922.2
Music,Syria,Asia,162.75
Beauty,Senegal,Africa,2790.04
Music,Puerto Rico,North America,6722.61
Electronics,Eritrea,Africa,2084.15
Tools,Mauritius,Africa,4315.2
Grocery,Papua New Guinea,Oceania,1628.64
Health,Gabon,Africa,2188.72
Jewelery,Finland,Europe,2289.21
Music,Australia,Oceania,1571.4
Music,Nigeria,Africa,2528.68
Kids,Jersey,Europe,385.12
Beauty,Sao Tome and Principe,Africa,1958.08
Music,Iran,Asia,93.38
Beauty,Greece,Europe,3412.8
Clothing,Bulgaria,Europe,6413.55
Games,Sudan,Africa,556.83
Baby,Iran,Asia,4981.68
Toys,Guatemala,North America,3947.52
Music,Argentina,South America,330.48
Toys,Eritrea,Africa,287.65
Health,Estonia,Europe,996.6
Health,Gibraltar,Europe,2325.3
Clothing,Austria,Europe,7845.75
Clothing,Palau,Oceania,749.76
Kids,Saint Kitts and Nevis,North America,3403.27
Beauty,Luxembourg,Europe,4018.81
Electronics,Azerbaijan,Asia,4853.76
Jewelery,Estonia,Europe,315
Baby,Luxembourg,Europe,315.52
Books,Germany,Europe,4191.2
Music,Georgia,Asia,2622.4
Jewelery,Lesotho,Africa,2486.12
Electronics,Isle of Man,Europe,1060.2
Baby,Central African Republic,Africa,4459.24
Garden,Antigua and Barbuda,North America,2069.6
Automotive,Poland,Europe,446.25
Baby,Croatia,Europe,1620.58
Movies,Panama,North America,4737.02
Shoes,Paraguay,South America,180.11
Industrial,Czech Republic,Europe,3483.48
Automotive,Hungary,Europe,6631.36
Sports,Reunion,Africa,1284.64
Music,El Salvador,North America,181.44
Books,Turkmenistan,Asia,1275
Outdoors,Puerto Rico,North America,1499.88
Automotive,Greenland,North America,934.21
Games,Croatia,Europe,852
Industrial,Afghanistan,Asia,6365.19
Home,Ukraine,Europe,7514.94
Industrial,Greece,Europe,1198.21
Tools,Jamaica,North America,348.14
Beauty,Australia,Oceania,659.28
Clothing,Mali,Africa,3356.99
Books,Samoa,Oceania,44.54
Automotive,Slovakia,Europe,3141.54
Grocery,Zimbabwe,Africa,3162.16
Automotive,Bouvet Island,Antarctica,1226.25
Toys,Christmas Island,Asia,4403.6
Beauty,Venezuela,South America,3872.33
Baby,Burundi,Africa,3036.9
Jewelery,Iceland,Europe,2270.7
Toys,Bouvet Island,Antarctica,642.24
Electronics,Moldova,Europe,605.8
Games,Sudan,Africa,691.6
Baby,Algeria,Africa,247.32
Tools,Brunei,Asia,3329.9
Automotive,Ivory Coast,Africa,3777.12
Health,Vatican,Europe,5542.16
Health,Madagascar,Africa,3589.4
Music,Sudan,Africa,120.12
Grocery,French Southern Territories,Antarctica,6773.31
Computers,Peru,South America,4240.5
Baby,Pitcairn,Oceania,3341.08
Books,Croatia,Europe,946.59
Books,Mali,Africa,481.4
Jewelery,Austria,Europe,5771.63
Shoes,Gibraltar,Europe,2324.38
Industrial,Libya,Africa,1785.36
Toys,Canada,North America,3057.6
Sports,Cambodia,Asia,1018.75
Automotive,Romania,Europe,2278.08
Computers,Singapore,Asia,3523.95
Movies,Ukraine,Europe,34.76
Beauty,New Zealand,Oceania,1513.08
Toys,Papua New Guinea,Oceania,3552.12
Beauty,Costa Rica,North America,1456.16
Kids,Finland,Europe,1331.44
Books,Antarctica,Antarctica,910.8
Toys,Panama,North America,5981.43
Automotive,Gibraltar,Europe,660.48
Beauty,Trinidad and Tobago,North America,3236.22
Books,Eritrea,Africa,3904.03
Toys,South Georgia and the South Sandwich Islands,Antarctica,3920.88
Baby,Wallis and Futuna,Oceania,3001.4
Computers,Ghana,Africa,354.72
Baby,United Kingdom,Europe,5349.96
Computers,Cook Islands,Oceania,2381.34
Toys,Poland,Europe,6424.2
Garden,Mauritania,Africa,1599.75
Kids,Kiribati,Oceania,5690.01
Computers,Maldives,Asia,364.21
Garden,Mali,Africa,469.8
Kids,South Africa,Africa,3146
Jewelery,Palau,Oceania,2901.84
Automotive,Djibouti,Africa,588.43
Health,Macedonia,Europe,1247.29
Music,Sweden,Europe,502.49
Games,Maldives,Asia,1829.88
Movies,Laos,Asia,2124.15
Electronics,Moldova,Europe,0.86
Industrial,Saint Helena,Africa,3836.8
Music,Dominica,North America,1766.92
Games,Sao Tome and Principe,Africa,3909.15
Industrial,Romania,Europe,265.65
Clothing,Uganda,Africa,3785.76
Jewelery,Palau,Oceania,118.26
Garden,Swaziland,Africa,1622.13
Shoes,Peru,South America,2132.68
Health,Iceland,Europe,187
Health,Serbia,Europe,5025.72
Industrial,Mozambique,Africa,152.4
Music,Macao,Asia,3633.72
Electronics,Israel,Asia,1130.57
Clothing,Niger,Africa,148.2
Baby,Cook Islands,Oceania,2298.1
Shoes,Saint Barthelemy,North America,4244.1
Computers,Iraq,Asia,2082.6
Beauty,Comoros,Africa,2382.38
Tools,Cyprus,Europe,3150.96
Kids,French Southern Territories,Antarctica,1417.5
Beauty,Equatorial Guinea,Africa,2765.76
Sports,Bulgaria,Europe,630.14
Clothing,Seychelles,Africa,1324.04
Computers,Bermuda,North America,2684.1
Garden,Macedonia,Europe,574.98
Jewelery,Barbados,North America,51.48
Computers,Tunisia,Africa,88.48
Grocery,Lesotho,Africa,5117.98
Automotive,Djibouti,Africa,1170.3
Garden,Italy,Europe,1029.42
Kids,Tajikistan,Asia,551.95
Computers,Trinidad and Tobago,North America,83.6
Shoes,Sint Maarten,North America,2292.48
Music,Cameroon,Africa,1112.44
Books,Kazakhstan,Asia,6376.02
Shoes,Turkmenistan,Asia,162.38
Garden,Nepal,Asia,270.07
Outdoors,Faroe Islands,Europe,28.35
Clothing,Wallis and Futuna,Oceania,101.75
Clothing,Comoros,Africa,2507.1
Industrial,Saint Martin,North America,5618.44
Beauty,Iceland,Europe,5302.62
Shoes,Western Sahara,Africa,4667.32
Toys,Kenya,Africa,1319.67
Shoes,Malta,Europe,1289.54
Home,Italy,Europe,5722.71
Health,Tonga,Oceania,750.48
Health,Sweden,Europe,3293.02
Automotive,Vanuatu,Oceania,1870
Grocery,Cuba,North America,145.14
Sports,Kenya,Africa,962.22
Kids,Guinea,Africa,2282.47
Industrial,Ivory Coast,Africa,53.1
